2023-12-02 17:17:12,926 - Initialization finished ...
2023-12-02 17:17:12,926 - Output path is exp/task_LGESQL_SeSQL_Bert__model_lgesql_view_mmc_gp_0.15/plm_bert-base-chinese__gnn_512_x_8__head_8__share__dp_0.2__dpa_0.0__dpc_0.2__bs_20__lr_0.0001_ld_0.8__l2_0.1__wp_0.1__sd_linear__me_200__mn_5.0__bm_5__seed_999
2023-12-02 17:17:12,926 - Random seed is set to 999
2023-12-02 17:17:12,926 - Use GPU with index 6
2023-12-02 17:23:29,416 - Load dataset and database finished, cost 376.4898s ...
2023-12-02 17:23:29,417 - Dataset size: train -> 21454 ; dev -> 2279 ; test -> 3279
2023-12-02 17:23:44,992 - Total training steps: 214600;	 Warmup steps: 21460
2023-12-02 18:06:33,993 - Training: 	Epoch: 0	Time: 2568.9880	Training loss: 777001.6046/313720.3973
2023-12-04 08:14:48,348 - Training: 	Epoch: 44	Time: 4573.8029	Training loss: 3676.3449/239944.7199
2023-12-04 08:58:57,032 - Training: 	Epoch: 45	Time: 2614.1888	Training loss: 3578.2668/239956.1491
2023-12-04 09:42:04,616 - Training: 	Epoch: 46	Time: 2567.4514	Training loss: 3551.7726/239925.8501
2023-12-04 10:31:09,502 - Training: 	Epoch: 47	Time: 2925.8236	Training loss: 3316.5742/239881.6606
2023-12-04 11:20:58,431 - Training: 	Epoch: 48	Time: 2956.4469	Training loss: 2982.6312/239885.1963
2023-12-04 12:01:59,381 - Training: 	Epoch: 49	Time: 2441.2523	Training loss: 3193.1733/239856.1925
2023-12-04 12:41:39,182 - Training: 	Epoch: 50	Time: 2362.6122	Training loss: 2975.6435/239848.2187
2023-12-04 13:23:04,644 - Training: 	Epoch: 51	Time: 2464.3477	Training loss: 3228.1936/239865.5944
2023-12-04 14:01:41,446 - Training: 	Epoch: 52	Time: 2294.1285	Training loss: 2844.0626/239838.1879
2023-12-04 14:39:27,267 - Training: 	Epoch: 53	Time: 2248.3625	Training loss: 2629.6792/239797.2129
2023-12-04 15:17:06,741 - Training: 	Epoch: 54	Time: 2241.9621	Training loss: 2747.8447/239872.9981
2023-12-04 15:55:02,373 - Training: 	Epoch: 55	Time: 2257.7199	Training loss: 2393.7678/239789.3105
2023-12-04 16:35:19,610 - Training: 	Epoch: 56	Time: 2397.4622	Training loss: 2337.7285/239771.1855
2023-12-04 17:17:46,441 - Training: 	Epoch: 57	Time: 2527.6805	Training loss: 2182.7429/239753.4103
